question,answer_llm,answer_orig,document
Can you point me to the 2026 Module 1 homework instructions and cohort materials?,"Yes — for the 2026 Module 1 homework, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

You can also use the course platform for submission and deadlines:
- [LLM Zoomcamp course management platform](https://courses.datatalks.club/llm-zoomcamp-2026/)

","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Do I need to check both the course repo and the management platform for the homework?,"Yes. The GitHub homework instructions often contain important extra context, while the course management platform is used for submission and deadlines.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
"Where are the homework links for LLM Zoomcamp Module 1, and which one has the full instructions?","The homework links for LLM Zoomcamp Module 1 are:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The one with the full instructions is the **Module 1 homework instructions** link.","Homework links are available in the course GitHub repo and in the course management platform.

For the 2026 Module 1 homework, use:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The course platform is useful for submission and deadlines, but the GitHub homework instructions often contain important extra context.",53f15299b6
Why am I getting an empty list after filtering my query in the homework?,"This is likely due to an indexing issue. Make sure you add the index settings **before** inserting the data into the indices. After that, your filters and query should work properly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Could this empty result be caused by indexing the data the wrong way?,"Yes — this could be caused by indexing the data the wrong way. According to the course notes, the fix is to **add the index settings before adding the data to the index**. After that, your filters and query should work correctly.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
Do I need to set the index settings before I add the documents?,"Yes — according to the context, you should **add the index settings before adding the data/documents** to the index.

This is mentioned in the Module 1 homework note about indexing errors.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
How should I fix my homework query if filters return nothing?,"This is likely an indexing issue. Add the index settings **before** inserting the data into the index, then re-run your filters and query.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
What should I check first when my Q3 search keeps coming back empty?,"First, check whether the data was indexed correctly: make sure you added the index settings **before** adding the data to the indices.","This is likely to be an error when indexing the data. First, you need to add the index settings before adding the data to the indices, then you will be good to go applying your filters and query.",83da208a64
"Why do I get APIStatusError 402 from OpenRouter when I call responses.create() in the homework, and how do I stop it?","You get `APIStatusError 402` from OpenRouter because `responses.create()` is being called without a reasonable `max_output_tokens` limit. OpenRouter checks billing/limits against the **maximum possible output**, which can be very large, so a free or low-limit key may be rejected before the model runs.

To stop it, set a lower `max_output_tokens`, for example:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

If you’re using `rag_helper.py`, add the same parameter in the `llm()` method. For ToyAIKit, use:

```python
llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

Also make sure your `.env` points to OpenRouter and that your key/model are valid.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"Do I need to set max_output_tokens somewhere in rag_helper.py for Module 1, or is that not the issue?","Yes — for Module 1 homework, you should add `max_output_tokens` in `rag_helper.py`, specifically in the `llm()` method where `client.responses.create()` is called.

So if you're getting the OpenRouter 402 error, this is likely the issue, not something elsewhere in the homework code.

Use something like:

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

`1024` is enough for the homework and usually fixes the OpenRouter limit problem.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In ToyAIKit for Q6, what should I pass so OpenRouter doesn't reject the request before the model runs?","Pass:

```python
extra_kwargs={""max_output_tokens"": 1024}
```

So for ToyAIKit Q6:

```python
llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"Is a 402 from OpenRouter the same as OpenAI's quota error, or is it a different kind of failure?","No — it’s a different kind of failure.

- **OpenRouter 402**: usually means OpenRouter rejected the request because of its own **billing / limit / max_output_tokens check** before the model ran.
- **OpenAI 429 quota error**: means **your OpenAI account is out of quota/credits**.

So a **402 from OpenRouter is not the same as OpenAI’s quota error**, even though both can look like “insufficient credits/limit” problems.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"If lowering max_output_tokens to 1024 still doesn't work, what else should I check in my .env or OpenRouter key?","Check these in your `.env`:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

Also check your OpenRouter account:

- Your key has enough remaining credits / limit
- You’re using a **pinned model** like `openai/gpt-oss-120b:free`, not `openrouter/free`

If it still fails after that, I don't know.","OpenRouter can return APIStatusError with code 402 when responses.create() is called without a reasonable max_output_tokens limit. This happens because OpenRouter bills/limits checks against the maximum possible output (which can be very large, around 65536 tokens), so a free or low-limit key can be rejected before the model runs. This is different from a direct OpenAI endpoint (which typically returns 429 for insufficient quota).

Fix

Pass a lower limit in your responses.create() call:

```python
import os
from dotenv import load_dotenv
from openai import OpenAI

load_dotenv()

client = OpenAI()  # uses OPENAI_API_KEY and OPENAI_BASE_URL from .env

response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework with rag_helper.py, add the same parameter in the ``llm()`` method.

```python
response = client.responses.create(
    model=os.environ[""OPENAI_MODEL""],
    input=message_history,
    max_output_tokens=1024,
)
```

For Module 1 homework Q6 with ToyAIKit:

```python
from toyaikit.llm import OpenAIClient

llm_client = OpenAIClient(
    model=os.environ[""OPENAI_MODEL""],
    extra_kwargs={""max_output_tokens"": 1024},
)
```

1024 is enough for homework answers; you can raise it later if needed.

If it still fails

1) Confirm your `.env` points at OpenRouter:

```env
OPENAI_API_KEY=sk-or-v1-...
OPENAI_BASE_URL=https://openrouter.ai/api/v1
OPENAI_MODEL=openai/gpt-oss-120b:free
```

2) Check your OpenRouter key limit and remaining credits at https://openrouter.ai/settings/keys

3) Prefer a pinned model (for example `openai/gpt-oss-120b:free`) instead of `openrouter/free`, which can route to models with different limits.

Note: This behavior is different from OpenAI’s typical 429 handling for insufficient quota. If you still encounter issues after these steps, double-check the model and endpoint configuration to ensure the key is valid and has sufficient credits.",cfb07a27d5
"In the Module 1 homework, what does it mean to point RAG at the chunk index instead of the original docs?","It means you should build and search the RAG index on the **chunked documents** rather than the original full documents.

For example:

- use `chunks` when fitting the index: `index.fit(chunks)`
- not the original `documents`: `index.fit(documents)`

Then the RAG pipeline retrieves only the relevant chunks and includes just those chunks in the prompt, which reduces the amount of context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Should I fit the search index on `chunks` or on `documents` for the homework?,"Fit the search index on `chunks`, not on `documents`.

For the homework, you should build and search the index using the chunked documents:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

This way, the RAG pipeline retrieves relevant chunks and sends only those chunks to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
Why does the RAG pipeline need to retrieve chunks rather than full documents?,"The RAG pipeline retrieves chunks rather than full documents because chunks are smaller, more focused pieces of text that can be put into the prompt, which reduces the amount of context sent to the model and improves retrieval accuracy.

","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"If I already split the records, do I still need to search the old document index?","No. If you already split the records, you should search the **chunk index** built from the split records, not the old document index.

For example, fit the index on `chunks`, not `documents`:

```python
index.fit(chunks)
```

The goal is to retrieve the relevant chunks directly, which reduces the amount of context sent to the model.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
How does using chunks in the index help reduce the context sent to the model?,"Using chunks reduces the context because the RAG pipeline searches over the smaller split pieces instead of full documents, then retrieves only the most relevant chunks and puts just those into the prompt.","It means you should build and search the index using the chunked documents, not the original full documents.

For example, if your original records are in `documents` and your split records are in `chunks`, fit the search index on `chunks`:

```python
index.fit(chunks)
```

not:

```python
index.fit(documents)
```

Then the RAG pipeline retrieves relevant chunks and puts only those chunks into the prompt. This is what reduces the amount of context sent to the model.",b4300adeb1
"For the homework, if my numeric result is a little off from the choices, should I just pick the nearest one?","Yes — if your numeric answer is close to one of the options, choose the closest option. Small differences are expected.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Why do homework answers sometimes not line up exactly with the multiple-choice options?,"Because small numeric differences are normal. The homework answers can differ due to things like:

- slightly different filtering
- different dataset versions
- floating-point or rounding differences
- different model/provider behavior

So if your numeric result is close to one of the choices, pick the closest option. If it’s far from all of them, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Could different data versions or rounding make my answer differ from the expected option?,"Yes. Small differences from data version, filtering, floating-point precision, or rounding can make your numeric answer not match an option exactly.

The course guidance says to choose the **closest option** if your result is close. If it’s far from all options, re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"If my result is nowhere near any option, what should I check first in the homework?","First, re-check the question and the GitHub homework instructions, including the dataset version and the exact task. If your answer is still far from every option, that usually means something in the setup is different.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
"Do I need to match the exact number in the quiz, or is being close enough for selecting an answer?","Yes — being close enough is usually fine. For homework numeric answers, you should choose the closest option if your computed value is near one of the choices, since small differences can come from filtering, dataset versions, rounding, or model/provider behavior.

If your answer is far from every option, then re-check the question, dataset version, and homework instructions.","Not always. If your numeric answer is close to one of the options, choose the closest option.

Small differences can come from:

- Slightly different filtering.
- Different dataset versions.
- Floating-point or rounding differences.
- Different model/provider behavior.

If your answer is far from every option, re-check the question, the dataset version, and the GitHub homework instructions.

See the general homework guidance: [homework logistics](https://datatalks.club/docs/courses/zoomcamp-logistics/homework/).",5e4ca64cb5
Where exactly should I check the homework instructions if the questions on the platform are confusing?,"Check the **GitHub homework instructions first**, not only the course platform page.

For Module 1, start here:
- **Module 1 cohort materials:** https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag
- **Module 1 homework instructions:** https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

The course platform is mainly for **submission and deadlines**, while the GitHub instructions often include extra context that clears up confusing questions. If it’s still unclear, ask in Slack and paste the code/output as text.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"For Module 1 in the 2026 cohort, which GitHub pages should I open first before doing the homework?","For Module 1 in the 2026 cohort, open these GitHub pages first:

1. **Module 1 cohort materials**  
   https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag

2. **Module 1 homework instructions**  
   https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md

The homework instructions page is especially important to read before starting.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
Why does the homework sometimes look different from the lesson even when it’s based on the same topic?,"The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

So even if it’s the same topic, the exact steps, data, or expected output can differ.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"If I still don’t understand a homework task after reading the GitHub instructions, what’s the best way to ask for help?","If it’s still unclear after reading the GitHub instructions, ask in Slack and include the code or command output as text, not a screenshot. Follow the asking questions guidelines.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
"When I post a question in Slack about homework, should I send screenshots or paste the code/output as text?","Send the code or command output as **text, not a screenshot**.","First read the GitHub homework instructions, not only the course platform page.

For Module 1 in the 2026 cohort, start here:

- [Module 1 cohort materials](https://github.com/DataTalksClub/llm-zoomcamp/tree/main/cohorts/2026/01-agentic-rag)
- [Module 1 homework instructions](https://github.com/DataTalksClub/llm-zoomcamp/blob/main/cohorts/2026/01-agentic-rag/homework.md)

The homework follows the lesson workflow, but usually uses a different dataset or asks you to apply the same idea in a slightly different way.

If it is still unclear, ask in Slack and include the code or command output as text, not a screenshot. Follow the [asking questions guidelines](https://datatalks.club/docs/courses/zoomcamp-logistics/asking-questions/).",7d3a2e3505
How should I count tokens for the Module 1 homework if I'm using a different LLM provider?,"Use the **token count from your provider’s response object**, not a generic tokenizer.

- For OpenAI-compatible clients, check fields like `response.usage.input_tokens` or `response.usage.prompt_tokens`.
- For a non-OpenAI provider, look for that provider’s own usage fields and adapt your code.
- **Do not use `tiktoken` or `cl100k_base` as a universal tokenizer** for Gemini, Mistral, Hugging Face, Groq, etc., because tokenization differs.
- If the provider **doesn’t expose token usage**, use that provider’s native tokenizer as an approximation.

If this is a multiple-choice question, pick the **closest option**.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"Can I just use tiktoken or cl100k_base for Gemini, Mistral, Groq, or Hugging Face in Module 1?","No — for Module 1, you should **not** use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Groq, Hugging Face, or other non-OpenAI providers, because tokenization differs by model.

Instead, use the **token count from the model’s response object** if it provides usage fields, or the provider’s **native tokenizer** as an approximation if usage isn’t available.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
Where do I find the token count in the API response when the client is OpenAI-compatible?,"For an OpenAI-compatible client, get the token count from the model response object, usually under usage fields like:

- `response.usage.input_tokens`
- or `response.usage.prompt_tokens`

depending on the API style.

","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
What should I do if my provider doesn't return any token usage info at all?,"Use that provider’s **native tokenizer** as an approximation. If it exposes no usage fields at all, you won’t get an exact token count from the response. For multiple-choice homework, choose the **closest option**.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
"For the multiple-choice homework, should I pick the exact token count or the closest answer choice?","Pick the closest option, not necessarily the exact token count.","For the current Module 1 homework, get the token count from the model response object.

For example, OpenAI-compatible clients usually return usage information on the response, such as `response.usage.input_tokens` or `response.usage.prompt_tokens`, depending on the API style.

If you use a non-OpenAI provider, check the provider's response object for its usage fields and adapt the code. Do not use `tiktoken` or `cl100k_base` as a generic tokenizer for Gemini, Mistral, Hugging Face, Groq, or other providers because tokenization differs by model.

If your provider does not expose token usage, use that provider's native tokenizer as an approximation. For multiple-choice homework questions, choose the closest option.",fe8fed31e6
